disease_id	lncRNA_id
1230	14166 14289 14399 14895 14924 14924 14929 14929 14930 14939 15001 15001 15003 15011 15011 15011 15013 15031 15031 15031 15031 15031 15080 15197 15325 15356 15445 15530 15530 15530 15530 15530 15536 15582 15582 15586 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15916 15924 15929 16279 16465 16600 16651 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16724 16724 16724 16724 16724 16724 16724 16742 16766 16832 16833 16843 16901 17135 17141 17151 17244 17244 17244 17244 17244 17244 17300 17301 17484 17531 17566 17569 17594 17596 17608 17618 17674 17675 17676 17677 17678 17679 17693 17700 17728 17728 17731 19173 19173 19173 19173 19411 19491 19491 19580 19661 19759 19759 19872 19875
1231	14917 15094 15100 15949 16287 17314 17321 17326 17338 17384 17404 17408 17430 17445 17516 19207
1232	15916
1233	14623 14994 15085 16098 16532 17141 17324 17337 17409 17415
1234	15080
1235	14649 15003 15339 15363 15582 15929 16701 16701 16833 16833 17135 17151 17587 17594 17728 19173
1236	15582
1237	14924 14924
1238	16651
1239	15582 15582 16211 16701 16761
1240	14945 14958 15072 16169 16237 17578 17691
1241	16617 16618 16619 16890 16892 16893 16894
1242	17728
1243	14340 15080 15154 15154 15154 15155 15155 15155 15155 15155 15540 16736 16744 16833 17700 17700 17706 17755 17770 17836
1244	14937 15582 15582 15911 15929 16724 19173
1245	14279 15479 16154 16642 16654 16659 16724 17576 17681 17728 19118
1246	16891
1247	14642 16685 17244 17244 17244
1248	17244
1249	19207
1250	15102 17577
1251	14850 14915 14924 14929 15001 15001 15001 15001 15003 15003 15121 15124 15480 15570 15582 15582 15582 15582 15582 15582 15582 15582 15582 15910 15911 15911 15911 15911 15920 16156 16217 16351 16460 16464 16487 16564 16701 16701 16701 16701 16724 17216 17244 17257 17561 17701 17728 19173 19180 19207
1252	15582 17237 17300 17301 17756 17804 17838 19170 19173 19173
1253	19847 19851
1254	14168 14378 14383 14459 14490 14500 14500 14598 14649 14649 14719 14822 14920 14920 14920 14920 14924 14939 14939 14939 14947 14978 14985 14988 14989 14989 14993 14994 14999 15000 15001 15001 15001 15001 15001 15001 15001 15001 15002 15003 15003 15003 15004 15005 15006 15031 15031 15031 15069 15069 15080 15080 15080 15080 15080 15080 15080 15080 15080 15081 15121 15121 15121 15127 15147 15153 15156 15161 15171 15178 15180 15191 15255 15300 15477 15481 15487 15506 15522 15525 15529 15529 15530 15530 15530 15530 15530 15530 15530 15530 15530 15530 15550 15550 15559 15582 15582 15582 15582 15582 15582 15582 15582 15582 15582 15601 15608 15910 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15912 15913 15913 15913 15913 15913 15916 15916 15918 15918 15918 15920 15929 15929 15929 15929 16104 16104 16104 16104 16104 16129 16180 16183 16193 16225 16233 16257 16287 16287 16311 16316 16339 16359 16395 16404 16426 16442 16464 16464 16473 16533 16558 16559 16559 16563 16564 16564 16565 16565 16570 16580 16580 16591 16591 16607 16607 16614 16629 16629 16638 16651 16651 16697 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16705 16724 16724 16724 16724 16775 16825 16828 16833 16833 16833 16833 16843 16870 16896 16901 16901 16925 17135 17135 17151 17151 17151 17184 17184 17206 17222 17222 17243 17244 17244 17244 17244 17244 17244 17244 17250 17325 17329 17356 17370 17370 17370 17373 17378 17390 17412 17419 17420 17425 17426 17427 17450 17475 17475 17496 17496 17511 17532 17532 17563 17566 17569 17569 17569 17569 17570 17572 17574 17574 17576 17577 17586 17587 17591 17594 17594 17594 17594 17667 17681 17700 17700 17728 17728 17728 17728 17730 17730 17730 17730 17730 17755 17770 17794 17815 17815 17836 17837 19125 19173 19173 19173 19173 19173 19175 19175 19178 19193 19207 19207 19207 19207 19225 19225 19511 19511 19661 19751 19827 19837 19848 19848 19848 19851 19851 19851 19871
1255	15474 15604 15910 17563
1256	15181
1257	15582
1258	16701
1259	14500 15031 15911 17730
1260	15028 15030 15031 15031 15031 15031 15031 15031 15031 15031 15031 15031 15031 15031 15031 15031 15031 15031 15031 15031 15031 15031 15031 15036 15336 15530 15582 15582 15582 15913 15938 16519 16531 16546 17107 17583 19705 19806
1261	14490
1262	15911
1263	14936
1264	16701
1265	19207
1266	16833
1267	14931 15152
1268	17286
1269	16161
1270	15031 15031 15031 15031 16202 16701 16701 16724 16724 16891 17244 17728
1271	15582 16701
1272	15119 16541 16701 16701 16701 16891 17244 17244 17244 17571 17577
1273	16736
1274	15082 15092 15911 15929 16634 16686 16745 16772 17135 17173 17347 17365 17491
1275	17363
1276	15143 15143
1277	14906 16736 17399 17597 19815
1278	17007 17007
1279	14892 15132 16231 16231 16231 16441 16474 16475 16476 16477 16478 16480 16481 16482 16483 16484 16485 16486 16488 16489 16490 16491 16492 16493 16494 16495 16496 16497 16498 16499 16500 16501 16502 16503 16540 16687 16821 16822 16823 16824
1280	17666 19205
1281	14214 14220 14295 14312 14446 14688 14694 14706 14931 15513 15514 15515 16172 16207 16215 16846 16849 16852 16859 16862 16863 16865 16866 16868 16870 16872 16874 16875 16877 16879 16880 16882 16887 16888 17532 17652 17659 19061 19195 19670
1282	17471
1283	17579
1284	15911
1285	15381 15582
1286	17180
1287	16701
1288	14847 14989 15001 15464 15480 15582 15582 15582 15582 15911 15911 15911 15911 15911 15911 16106 16122 16198 16352 16391 16464 16724 16833 17237 17371 17407 17492 17728 17728 17728 19173
1289	14341 15530 15588 15588 15911 15911 15911 16222 16724 17566 17663 17730 18147 18526 19043 19875
1290	16701
1291	14165 15031 15031 15031 15031 15582 17287 19204
1292	14224 14859 17455 17466
1293	14920
1294	15911
1296	14929 14995 15031 15103 15530 15569 15582 15582 15582 15582 15911 15911 15929 16104 16150 16174 16349 16396 16701 16701 16701 16724 17151 17173 17198 17233 17244 17360 17418 17447 19173 19173 19847 19849
1297	14989
1299	14523 14901 14963 14995 14995 15001 15054 15121 15499 15530 15911 15911 15911 15911 15913 15913 15916 16180 16180 16464 16464 16560 16560 16685 16701 16701 16701 16701 16724 16724 16840 16896 17179 17179 17204 17244 17244 17368 17424 17424 17497 17563 17569 17718 19207
1300	14649 15910 15910
1301	14329 14649 14649 14920 15107 15911 16304 16724 16901 17664 17681 17702 17728
1302	14903 15031 15198 15530 16303
1303	15445
1304	16664
1305	16542
1306	17151
1307	15123 15132 15132 15132 15132 16771 17671
1308	15234 15239 15329 15330 15341 15352 19460 19577 19698
1309	16701
1310	17289
1311	16701
1312	16701
1313	16701
1314	16701
1315	15599
1316	14753 15493 15493 15493 15493 15493 15493 15493 15493 15493 15494 15494 15495 15495 15495 15495
1317	15493 15494 15495
1318	15031
1319	16833
1320	15911 16724 16724 16724 16724
1321	14649 15001 15031 15080 15121 15121 15469 15479 15505 15542 15582 15911 16090 16464 16578 16701 16701 16701 16701 16701 16701 16724 16740 16901 19173
1322	15080 15086 15918 15918 16643 17353 17468 17728 17728
1323	14920 15173 15582 15911 15911 15911 15911 16156 16262 16833 17155 17525
1324	14963 15291 15292 15582 15911 16348 16380 16603 16724 16724 16788 16962 16974 17199 17473 17598 17630 18380
1325	15010 15911 15911
1326	14920 15582 15911 15911 16701 16701
1327	16274
1328	15582
1329	15582
1331	15582
1332	19173
1333	15031 15031 15031 15031 15031
1334	14166 14268 14336 14352 14387 14505 14609 14679 14707 14846 14887 14898 14899 14929 15121 15143 15143 15188 15189 15204 15211 15284 15530 15532 15553 15582 15582 15582 15582 15582 15582 15605 15911 15911 15911 15911 15911 15911 15911 15912 15912 15912 15919 16149 16196 16218 16227 16259 16280 16284 16312 16333 16334 16449 16450 16451 16453 16454 16455 16457 16459 16461 16525 16602 16604 16605 16622 16631 16632 16639 16641 16649 16701 16701 16701 16701 16717 16724 16724 16724 16724 16724 16736 16744 16745 16828 16831 16897 16897 17138 17151 17171 17235 17246 17255 17257 17342 17369 17372 17397 17400 17432 17433 17438 17460 17479 17575 17578 17624 17702 17702 17728 17730 18076 19098 19149 19202 19207 19853
1336	14989 14999 15001 15003 15003 15015 15031 15080 15121 15190 15368 15504 15522 15522 15530 15582 15586 15911 15913 15915 15916 15916 15929 16181 16284 16284 16289 16294 16458 16640 16685 16685 16701 16701 16724 16724 16724 16794 16833 16833 17101 17101 17231 17231 17236 17236 17244 17244 17244 17594 17701 17702 17729 19173 19173 19173 19173 19848 19851 19851
1337	16170
1338	17185
1339	15582
1340	15530
1341	14963 15121 15373 15470 15582 15588 15601 15911 15911 15911 15911 16529 16534 16685 17594
1342	14209 14210 14856 14951 15582 17211
1343	14634 15582 15911
1344	14915 15164 16735 16735 16789 17007 17007
1345	19239 19379 19404 19461 19817
1346	15602
1347	15010 17244 17488 19207
1348	15582
1351	15911 17006
1352	15080 17101 17637 17641 17644 17645 17650 17653 17654 17655 17656 17660 17728 19523 19526 19715
1353	14226 14230 14289 14354 14365 14393 14490 14506 14601 14619 14634 14649 14649 14667 14784 14850 14889 14897 14910 14911 14917 14917 14920 14920 14954 14969 14980 14985 14986 14989 14989 14989 14989 14999 15000 15001 15001 15001 15001 15001 15001 15001 15001 15003 15003 15003 15011 15016 15024 15031 15031 15031 15031 15031 15044 15049 15077 15080 15087 15105 15112 15121 15121 15121 15121 15122 15127 15127 15127 15133 15133 15143 15143 15173 15187 15223 15282 15322 15359 15361 15362 15366 15452 15454 15473 15480 15503 15522 15522 15530 15530 15530 15530 15530 15530 15531 15550 15552 15554 15555 15561 15582 15582 15582 15582 15582 15582 15582 15582 15582 15582 15586 15593 15601 15601 15601 15910 15910 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15913 15913 15913 15913 15913 15913 15913 15913 15913 15916 15917 15917 15918 15922 15926 15929 15929 15929 15929 15929 15929 15929 15929 15929 15929 15929 15929 15929 15929 15929 15929 15929 15929 15929 15929 15929 15929 15929 15929 15929 15929 15929 15929 15932 15933 15938 15938 15944 16095 16104 16104 16104 16119 16121 16121 16121 16124 16149 16150 16156 16172 16176 16203 16219 16245 16261 16269 16288 16302 16302 16329 16329 16440 16440 16458 16462 16464 16469 16472 16505 16507 16520 16520 16564 16564 16564 16569 16572 16573 16575 16576 16576 16585 16588 16594 16599 16620 16627 16657 16662 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16709 16712 16718 16722 16724 16724 16724 16724 16724 16724 16724 16724 16724 16724 16729 16729 16729 16742 16752 16764 16794 16833 16833 16833 16833 16840 16843 16860 16861 16883 16896 16901 16901 16901 17003 17111 17112 17113 17114 17115 17116 17117 17119 17120 17122 17123 17124 17125 17126 17127 17128 17135 17135 17151 17151 17151 17155 17156 17161 17164 17170 17174 17215 17217 17225 17226 17237 17237 17244 17244 17244 17244 17244 17252 17266 17328 17352 17354 17361 17374 17413 17461 17504 17504 17516 17527 17533 17546 17562 17563 17563 17566 17568 17572 17572 17574 17577 17577 17587 17594 17594 17594 17597 17605 17608 17630 17630 17691 17691 17700 17700 17702 17702 17713 17725 17728 17728 17728 17730 17798 17798 17928 17947 18554 19053 19173 19173 19173 19173 19173 19173 19173 19173 19173 19173 19179 19181 19184 19187 19194 19205 19206 19207 19207 19207 19207 19207 19236 19535 19540 19585 19650 19810 19848 19848 19850 19851 19851 19865 19873 19873 19873 19875
1354	14258 14278 14280 14416 14462 14520 14572 14576 14580 14803 14869 15203 15205 15206 15207 15208 15209 15212 15471 15591 16105 16129 16168 16169 16200 16220 16248 16270 16289 16299 16346 16367 16369 16374 17555 17568 17577 17593 17717 17722 19848
1355	16724 16736
1356	16701
1357	16464
1358	15548 15585 15909 15913 16378 16613 16724 16753
1359	16701
1360	16701 16833 17270
1361	18257
1362	17244
1363	15445 16279
1364	14318 15201 15202 16583 16750 16845
1365	14931 14931 15143 15143 15589 15589 15590 15590 15590 15591 15591 15927 15927 15928 16724 16724 16833 16833 16833 17262 17728 17728 17729
1366	15582
1367	16190 16300 17379
1368	16701
1369	15582
1370	15582
1371	15530 19852
1373	14906 18559 19049
1375	17173 19173
1376	16770
1377	17840
1378	15058 15174
1379	16833
1380	16411
1381	14915
1382	16197
1384	15582
1385	14999 14999 15530 17007
1386	14832 15093 15101 16244 16350 16425 16743 16833 17367 17456
1387	15582
1388	15031 15031 15031 15031 15031 15031 15031 15031 15037
1389	15031
1390	15001 15003 15077 17682 17728
1391	16701 16736
1392	17132 17132
1393	17672
1394	14901 15582
1395	15373 15530 15582 15604 15604 15604 15605 15605 15911 16104 16701 16701 16701 16724 17244 17300 17301
1397	17622
1398	16833
1399	16701
1400	19207 19207
1402	15155 15470 16534
1403	15001 15031 15582 15911 15911 15911 15911 15911 15911 15916 16345 16610 16701 16701 16749 16787 16833 17330 17330 17480 17597 19821
1404	19064
1405	17286 17286 17286 17286
1406	15911
1407	15031 15031 15530 15530 15911 15912 16833 17756 17756 17804 19170
1408	15155 15911
1410	17288
1411	15453
1412	19173
1413	14431 14714 14981 15345 15582 15582 15582 15582 15582 15582 15582 15911 15911 15911 15911 15929 15929 15929 15929 15929 15929 15938 16152 16511 16515 16574 16574 16596 16701 16701 16701 16724 16764 16764 16785 16995 17513 17668 17798 17938 17940 19173 19173 19173 19323 19829
1414	14887 15530 15911 15911 15911 15929 16701 16724
1415	15906 16724
1416	14747
1417	15530
1418	15474
1419	14242 14331 14334 14415 14464 14526 14638 14638 14649 14649 14649 14649 14928 14939 14941 14989 14996 15001 15057 15088 15121 15121 15121 15143 15162 15173 15192 15365 15479 15512 15530 15530 15582 15582 15910 15911 15911 15911 15911 15911 15939 16104 16128 16146 16166 16183 16187 16187 16212 16229 16252 16340 16381 16386 16464 16464 16606 16609 16616 16621 16648 16684 16684 16701 16701 16701 16701 16701 16724 16724 16736 16753 16793 16876 16881 16901 17103 17155 17190 17221 17264 17332 17335 17351 17358 17359 17385 17386 17389 17435 17436 17444 17446 17451 17464 17476 17476 17518 17556 17604 17728 17899 17905 18551 19082 19185 19339 19349 19727 19861 19876
1420	14216 14443 14500 14618 14649 14649 14675 14920 14920 14929 14989 14994 15001 15003 15003 15031 15031 15031 15031 15031 15031 15077 15143 15344 15373 15375 15474 15474 15479 15479 15530 15565 15582 15582 15582 15582 15582 15582 15582 15582 15582 15582 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15913 15913 15913 15941 16104 16127 16165 16184 16232 16295 16295 16335 16423 16437 16506 16513 16568 16626 16656 16673 16674 16675 16676 16677 16678 16679 16680 16681 16682 16683 16685 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16704 16724 16724 16724 16724 16724 16724 16724 16736 16752 16758 16835 17005 17151 17158 17161 17215 17215 17245 17266 17268 17300 17301 17521 17531 17578 17587 17587 17594 17630 17630 17681 17700 17700 17798 17938 19042 19173 19173 19173 19192 19850 19875
1421	14664 15003 15911 15911 15911 16701 17728
1422	14255 15001 15003 15029 15195 16145 16287 16287 16356 16724 16901 16901 17244 17244 17292 17316 17343 17348 17388 17396 17437 17518 17563 17563 17587 17587 17587 17666 17728
1424	16701 17244
1425	14918 14919
1426	15155 15155 15530 15530 15530 17244 17244 17576 17631 17756 17804 19170
1427	16267
1428	16155
1429	14843
1430	14799 15152 15152 15152 16264 16282 16400 16401 16857 16889 19621
1431	14358 14499 14641 14642 14653 14756 14901 14901 14929 14929 14952 14989 15001 15010 15031 15031 15031 15031 15031 15031 15034 15080 15080 15080 15080 15080 15080 15080 15080 15095 15121 15500 15500 15530 15567 15582 15582 15582 15582 15582 15582 15911 15911 15911 15911 15911 15912 15912 15913 15916 15918 15919 15929 16167 16194 16259 16294 16294 16298 16464 16548 16549 16550 16630 16690 16691 16701 16701 16701 16701 16701 16701 16719 16724 16724 16724 16724 16734 16744 16744 16833 16833 16833 16836 17163 17200 17222 17244 17246 17315 17319 17333 17339 17357 17382 17414 17470 17571 17594 17594 17601 17700 17703 17708 17712 17723 17728 17728 17728 17728 17730 17793 17795 19131 19131 19207 19207 19237 19238 19242 19285 19451 19685 19809
1433	14680 14787 14909 15184 15530 16192 17201 17244 17578 17579 18203
1434	15530 16701 17312
1435	15378 15582
1436	15001 15031 15031 15582 15582 15582 15911
1437	16742 16767
1438	14213 14246 14920 14920 14920 14920 14986 15012 15031 15031 15031 15031 15031 15031 15031 15031 15042 15071 15113 15530 15530 15530 15530 15530 15582 15582 15582 15582 15582 15911 15912 15918 15937 15949 16121 16121 16121 16121 16121 16142 16223 16223 16229 16319 16464 16464 16470 16701 16701 16701 16701 16701 16701 16701 16701 16719 16724 16726 16729 16729 16729 16729 16729 16840 16840 17006 17140 17244 17267 17269 17366 17434 17458 17467 17493 17493 17493 17576 17587 17594 17594 17594 17594 17594 17607 17672 17756 17804 19170 19173 19173 19173 19203 19207
1439	15031
1440	15582 15582 15582 16724 16724 16897 16897
1441	14931 16644 16716
1442	16724
1443	14929 17480 17664 19207
1444	15152
1445	15031 16526
1447	16184
1448	15582
1449	15001 15022 15059 15074 15115 15167 15456 15530 15582 15582 15911 16125 16701 16701 16701 16701 16701 16701 16701 16724 16803 17136 17151 17169 17244 17331 17600 17702 17728 19173 19864
1450	15906 15937 17580
1452	14211 16249 16742 17180 19173 19854
1453	14169 14170 14171 14172 14173 14174 14175 14176 14177 14178 14179 14180 14181 14182 14183 14184 14185 14186 14187 14188 14189 14190 14191 14192 14193 14194 14195 14196 14197 14198 14199 14200 14201 14202 14203 14204 17016 17017 17018 17019 17020 17021 17022 17023 17024 17025 17026 17027 17028 17029 17030 17031 17032 17033 17034 17035 17036 17037 17038 17039 17040 17041 17042 17043 17044 17045 17046 17047 17048 17049 17050 17051 17052 17053 17054 17055 17056 17057 17058 17059 17060 17061 17062 17063 17064 17065 17066 17067 17068 17069 17070 17071 17072 17073 17074 17075 17076 17077 17078 17079 17080 17081 17082 17083 17084 17085 17086 17087 17088 17089 17090 17091 17092 17093 17094 17095 17096 17097 17098 17099 17100 19218 19263 19320 19321 19396 19567 19594 19600 19602 19635 19639 19648 19658 19709
1454	16724 17575
1455	15031 16724 19206
1456	16742 16767
1457	15003 15003 15155
1458	15582
1459	14884 14983 15031 15031 15031 15031 15219 15220 15221 15233 15240 15243 15246 15257 15280 15331 15340 15346 15354 15355 15357 15358 15364 15931 16104 16731 16735 16736 16736 16736 16736 16736 16789 16802 18258 19051 19173 19282 19290 19302 19441 19484 19625 19716 19736
1460	16891 17004
1461	16742
1462	15163
1463	17180
1464	14637 14640 14654 14842 14844 14885 14888 14890 14893 14902 14922 14926 14927 14938 14948 14949 14953 14955 14962 14970 14998 15018 15019 15053 15064 15065 15066 15067 15109 15111 15134 15141 15145 15166 15175 15177 15196 15199 15200 15374 15376 15377 15382 15383 15449 15450 15451 15462 15472 15478 15489 15501 15502 15520 15537 15545 15548 15557 15563 15564 15566 15571 15572 15578 15579 15610 15923 15934 15935 15936 15940 15942 15945 15946 15947 15948 16088 16089 16110 16112 16138 16139 16667 16672 16688 16689 16698 16711 16714 16774 16777 16781 16795 16799 16838 16844 16902 17008 17009 17015 17106 17131 17175 17176 17177 17182 17183 17189 17192 17193 17194 17196 17203 17210 17228 17240 17261 17481 17482 17483 17490 17503 17510 17517 17534 17535 17537 17538 17539 17540 17541 17550 17559 17583 17609 17615 17634 17636 17638 17639 17640 17669 17684 17685 17705 17715 17719 17739 19183 19198 19201 19867
1465	14537 14620 14649 14881 14995 14995 15001 15001 15031 15031 15031 15031 15031 15498 15499 15530 15582 15910 15911 15911 15929 16132 16132 16164 16164 16164 16164 16164 16180 16234 16234 16318 16318 16347 16433 16464 16508 16508 16598 16598 16647 16650 16701 16701 16701 16701 16724 16804 16810 16833 16833 16840 16901 17159 17244 17428 17428 17478 19207
1466	16840
1467	14661 15575 15582 15582 15582 15938 15938 16103 16184 16724 19206 19206 19206
1468	15056 16738
1469	15031
1470	14753 15162 16736 16736 16841
1471	15582
1472	15084 15460 15475 16099 17831 19828
1473	14166 14407 14652 14662 14923 14979 14986 14987 14987 15040 15126 15133 15140 15483 15523 15530 15575 15582 15586 15586 15911 16182 16701 16701 16701 16701 16701 16724 16724 16742 16742 16796 16797 16798 16798 16815 16815 16830 16831 16831 16908 17134 17140 17563 17569 17569 17579 17724 17727 17789 17805 17806 17808 17813 17824 17827 18162 18220 19062 19112
1474	17528 17711 19207
1475	15493
1476	15031 15031
1477	15031 15031
1479	15162 15162
1480	16467 16512 16783 17391 17810
1482	15476
1483	14272 14293 14350 14411 14496 14571 14571 14639 14642 14649 14649 14653 14653 14894 14920 14924 14929 14939 14954 14965 14966 14972 14995 15001 15003 15003 15031 15031 15031 15031 15031 15045 15052 15076 15116 15127 15160 15369 15479 15481 15482 15499 15499 15526 15530 15530 15530 15530 15530 15530 15531 15533 15549 15550 15551 15558 15577 15582 15582 15586 15586 15604 15604 15910 15910 15911 15911 15911 15911 15911 15911 15911 15911 15913 15914 15916 15916 15916 15916 15938 16086 16087 16102 16104 16121 16132 16152 16153 16156 16156 16164 16164 16164 16164 16171 16180 16180 16184 16187 16223 16223 16223 16223 16223 16223 16233 16233 16236 16258 16260 16284 16287 16331 16354 16362 16381 16390 16390 16458 16464 16464 16464 16537 16564 16576 16579 16643 16648 16661 16685 16685 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16724 16724 16724 16729 16736 16736 16753 16753 16758 16792 16792 16794 16799 16833 16833 16833 16833 16833 16833 16833 16833 16840 16840 17135 17135 17135 17158 17159 17209 17244 17244 17244 17244 17244 17264 17297 17421 17436 17441 17448 17497 17497 17502 17530 17563 17563 17563 17563 17566 17566 17568 17569 17572 17578 17587 17594 17594 17611 17623 17681 17701 17702 17710 17710 17723 17723 17728 17728 17728 17728 17730 17800 18034 18034 18107 19101 19101 19173 19173 19173 19207 19207 19207 19207 19207 19207 19207 19207 19227 19260 19580 19580 19835 19851 19869 19874
1484	14931 14931 15582 17565 17736
1485	14608 15001 15001 15003 15003 15047 15490 15498 15521 15521 15573 15582 15582 15592 15592 15911 15911 15911 15911 15911 16221 16221 16701 16701 16724 16724 16833 16833 17168 17586 17728 17728 19173 19173 19173 19173 19173 19314 19317 19820
1486	15062 15063 15105 15530 15530 15582 15911 16100 16101 16724 16724 17129 17163 17195 17694 17802 19179
1487	15127
1488	14168 14233 14326 14405 14713 14896 14920 14924 14924 14932 14989 14989 15000 15001 15001 15003 15031 15031 15127 15127 15187 15187 15445 15445 15479 15488 15497 15497 15530 15582 15582 15582 15582 15605 15606 15607 15910 15911 15911 15911 15911 15911 15913 15913 15916 15916 15929 15929 15929 15929 16113 16133 16148 16243 16564 16587 16661 16685 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16704 16724 16724 16724 16727 16750 16754 16754 16800 16833 16833 16843 17129 17135 17139 17151 17244 17244 17495 17563 17566 17566 17587 17590 17728 17728 17728 17728 17728 17728 17730 17730 19101 19173 19173 19207 19207 19207 19848
1489	14216 14500 14500 14500 14550 14649 14753 14894 14915 14929 14929 14929 14984 15001 15003 15030 15031 15031 15051 15051 15080 15096 15135 15170 15178 15371 15465 15527 15530 15530 15530 15582 15582 15582 15582 15582 15582 15582 15586 15609 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15915 15916 16144 16183 16188 16209 16273 16371 16464 16601 16608 16685 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16724 16724 16724 16724 16736 16752 16760 16762 16775 16775 16815 16833 16833 16833 16843 16990 17110 17239 17244 17244 17244 17260 17323 17350 17401 17405 17431 17439 17459 17569 17572 17587 17592 17594 17594 17597 17597 17597 17627 17629 17697 17728 19131 19173 19173 19173 19173 19173 19173 19173 19207 19207 19207 19207 19823 19824 19825 19826 19851 19862
1490	16701
1492	14641 15001 15001 15003 15003 15003 15003 15051 15077 15154 15170 15194 15582 15586 15911 15911 15929 16701 16724 16724 17145 17253 17406 17626 17627 17627 17628 17628 19851 19851
1493	14479 14501 14542 14649 14680 14851 14989 15001 15010 15031 15031 15080 15121 15139 15155 15526 15530 15530 15550 15582 15910 15911 15911 15911 15911 15911 15911 15913 15913 15913 15913 15913 15929 15929 15953 15954 15955 15956 15957 15958 15959 15959 15960 15961 15961 15962 15962 15963 15964 15965 15966 15967 15967 15968 15968 15969 15970 15971 15972 15973 15973 15974 15975 15975 15976 15977 15977 15978 15979 15980 15981 15982 15983 15984 15985 15986 15987 15988 15988 15989 15989 15990 15990 15991 15992 15992 15993 15994 15995 15995 15996 15997 15997 15998 15998 15999 16000 16001 16002 16003 16003 16004 16005 16005 16006 16007 16007 16008 16009 16010 16010 16011 16011 16012 16013 16014 16015 16015 16016 16017 16017 16018 16019 16020 16021 16021 16022 16023 16024 16024 16025 16026 16026 16027 16027 16028 16029 16030 16031 16032 16032 16033 16034 16034 16035 16035 16036 16037 16038 16038 16039 16039 16040 16040 16041 16042 16043 16043 16044 16045 16046 16047 16048 16049 16049 16050 16051 16052 16053 16054 16055 16056 16057 16058 16059 16060 16061 16062 16062 16063 16064 16065 16066 16067 16067 16068 16069 16070 16071 16071 16072 16072 16073 16074 16074 16075 16076 16076 16077 16078 16079 16080 16081 16082 16083 16086 16106 16156 16223 16371 16389 16438 16463 16464 16464 16464 16464 16464 16551 16552 16553 16554 16555 16556 16564 16623 16701 16701 16701 16701 16701 16701 16701 16701 16701 16724 16724 16833 16896 17012 17244 17244 17244 17244 17244 17244 17568 17594 17728 17728 17803 18150 19173 19173 19173 19173 19206 19207 19207 19207 19240 19845 19855
1494	15911 16701
1495	14601 14649 14649 14967 15091 15129 15481 15582 15911 15911 15912 15913 16170 16185 16223 16225 16444 16646 16701 16701 16701 16707 16753 16763 17212 17213 17244 17381 17469 17474 17474 17730 19173 19863
1496	16724
1497	15128
1499	14344 14685 14793 14883 14920 14920 14920 14920 14920 15015 15136 15343 15534 15582 15587 15911 15911 15911 15913 15929 16325 16464 16530 16536 16545 16547 16660 16701 16724 16805 16809 16811 16814 16814 16814 16833 16858 16873 16884 17002 17234 17235 17235 17236 17236 17236 17236 17236 17236 17236 17244 17566 17647 17707 18445 18463 19041 19166 19472 19818
1500	14234 14663 14891 15172 15582 15911 15911 15911 16309 16309 16368 16701 16701 16701 16701 16713 16757 16833 16833 17145 17185 17298 17318 17376 17395 17398 17429 17443 17506 17563 17563 17732 19176 19177
1501	14929
1502	15913
1503	15031 15031 15031 17197
1504	15031
1505	15575 16724
1506	15470 16534
1507	15582
1508	15003 15528 15582 15911 16701 16724 16724 16724 16724 16724
1509	16724 16724
1510	17244
1511	15031 15031 15035
1512	15582 16625
1513	16408 17529
1514	14390 14434 14672 14845 15530 16376 16783 19693
1515	15582
1516	17286
1517	16275
1518	14163 15582 16085 16085 16085 16085 16085 16768 16898 17567 17567
1519	17631
1520	15046 15492 15582 15911 16519 16701 17594 17594 17728 17762 19831
1521	15031 15031
1522	16701
1523	17545
1524	16701 16701 16701
1525	14999 15031 15031 15031 15031 15031 15031 15043 15090 15090 15530 15582 15938 16259 16658 16701 16701 16724 17145 17145 17145 17145 17145 17145 17145 17145 17151 17151 17151 17163 17163 17163 17163 17163 17163 17163 17165 17165 17222 17222 17222 17222 17237 17505 17666
