head entity id	Relation_id	tail entity id
1182	4	14319
14319	4	1182
1182	4	14320
14320	4	1182
1182	4	14321
14321	4	1182
1182	4	14322
14322	4	1182
1182	4	14323
14323	4	1182
1182	4	14324
14324	4	1182
1182	4	14325
14325	4	1182
1182	4	14327
14327	4	1182
1182	4	14328
14328	4	1182
1182	4	14330
14330	4	1182
1182	4	14332
14332	4	1182
1182	4	14333
14333	4	1182
1182	4	14335
14335	4	1182
1182	4	14337
14337	4	1182
1182	4	14338
14338	4	1182
1182	4	14339
14339	4	1182
1182	4	14342
14342	4	1182
1182	4	14343
14343	4	1182
1182	4	14345
14345	4	1182
1182	4	14346
14346	4	1182
1182	4	14347
14347	4	1182
1182	4	14348
14348	4	1182
1182	4	14349
14349	4	1182
1182	4	14351
14351	4	1182
1182	4	14353
14353	4	1182
1182	4	14355
14355	4	1182
1182	4	14356
14356	4	1182
1182	4	14357
14357	4	1182
1182	4	14359
14359	4	1182
1182	4	14360
14360	4	1182
1182	4	14362
14362	4	1182
1182	4	14363
14363	4	1182
1182	4	14364
14364	4	1182
1182	4	14366
14366	4	1182
1182	4	14367
14367	4	1182
1182	4	14368
14368	4	1182
1182	4	14369
14369	4	1182
1182	4	14370
14370	4	1182
1182	4	14371
14371	4	1182
1182	4	14372
14372	4	1182
1182	4	14373
14373	4	1182
1182	4	14374
14374	4	1182
1182	4	14375
14375	4	1182
1182	4	14376
14376	4	1182
1182	4	14377
14377	4	1182
1182	4	14379
14379	4	1182
1182	4	14380
14380	4	1182
1182	4	14381
14381	4	1182
1182	4	14382
14382	4	1182
1182	4	14383
14383	4	1182
1182	4	14384
14384	4	1182
1182	4	14385
14385	4	1182
1182	4	14386
14386	4	1182
1182	4	14386
14386	4	1182
1182	4	14388
14388	4	1182
1182	4	14389
14389	4	1182
1182	4	14391
14391	4	1182
1182	4	14392
14392	4	1182
1182	4	14394
14394	4	1182
1182	4	14394
14394	4	1182
1182	4	14395
14395	4	1182
1182	4	14396
14396	4	1182
1182	4	14397
14397	4	1182
1182	4	14398
14398	4	1182
1182	4	14400
14400	4	1182
1182	4	14401
14401	4	1182
1182	4	14402
14402	4	1182
1182	4	14402
14402	4	1182
1182	4	14403
14403	4	1182
1182	4	14404
14404	4	1182
1182	4	14406
14406	4	1182
1182	4	14407
14407	4	1182
1182	4	14408
14408	4	1182
1182	4	14409
14409	4	1182
1182	4	14409
14409	4	1182
1182	4	14410
14410	4	1182
1182	4	14412
14412	4	1182
1182	4	14413
14413	4	1182
1182	4	14414
14414	4	1182
1182	4	14417
14417	4	1182
1182	4	14418
14418	4	1182
1182	4	14419
14419	4	1182
1182	4	14420
14420	4	1182
1182	4	14421
14421	4	1182
1182	4	14422
14422	4	1182
1182	4	14423
14423	4	1182
1182	4	14424
14424	4	1182
1182	4	14424
14424	4	1182
1182	4	14425
14425	4	1182
1182	4	14426
14426	4	1182
1182	4	14427
14427	4	1182
1182	4	14428
14428	4	1182
1182	4	14429
14429	4	1182
1182	4	14430
14430	4	1182
1182	4	14431
14431	4	1182
1182	4	14432
14432	4	1182
1182	4	14433
14433	4	1182
1182	4	14434
14434	4	1182
1182	4	14434
14434	4	1182
1182	4	14435
14435	4	1182
1182	4	14436
14436	4	1182
1182	4	14437
14437	4	1182
1182	4	14438
14438	4	1182
1182	4	14439
14439	4	1182
1182	4	14440
14440	4	1182
1182	4	14441
14441	4	1182
1182	4	14444
14444	4	1182
1182	4	14445
14445	4	1182
1182	4	14447
14447	4	1182
1182	4	14448
14448	4	1182
1182	4	14449
14449	4	1182
1182	4	14450
14450	4	1182
1182	4	14451
14451	4	1182
1182	4	14452
14452	4	1182
1182	4	14453
14453	4	1182
1182	4	14454
14454	4	1182
1182	4	14455
14455	4	1182
1182	4	14456
14456	4	1182
1182	4	14457
14457	4	1182
1182	4	14458
14458	4	1182
1182	4	14461
14461	4	1182
1182	4	14465
14465	4	1182
1182	4	14466
14466	4	1182
1182	4	14467
14467	4	1182
1182	4	14468
14468	4	1182
1182	4	14469
14469	4	1182
1182	4	14470
14470	4	1182
1182	4	14471
14471	4	1182
1182	4	14472
14472	4	1182
1182	4	14473
14473	4	1182
1182	4	14474
14474	4	1182
1182	4	14475
14475	4	1182
1182	4	14476
14476	4	1182
1182	4	14477
14477	4	1182
1182	4	14478
14478	4	1182
1182	4	14480
14480	4	1182
1182	4	14481
14481	4	1182
1182	4	14482
14482	4	1182
1182	4	14483
14483	4	1182
1182	4	14484
14484	4	1182
1182	4	14486
14486	4	1182
1182	4	14488
14488	4	1182
1182	4	14489
14489	4	1182
1182	4	14491
14491	4	1182
1182	4	14492
14492	4	1182
1182	4	14493
14493	4	1182
1182	4	14494
14494	4	1182
1182	4	14495
14495	4	1182
1182	4	14497
14497	4	1182
1182	4	14498
14498	4	1182
1182	4	14502
14502	4	1182
1182	4	14503
14503	4	1182
1182	4	14504
14504	4	1182
1182	4	14507
14507	4	1182
1182	4	14508
14508	4	1182
1182	4	14510
14510	4	1182
1182	4	14511
14511	4	1182
1182	4	14511
14511	4	1182
1182	4	14512
14512	4	1182
1182	4	14513
14513	4	1182
1182	4	14514
14514	4	1182
1182	4	14515
14515	4	1182
1182	4	14516
14516	4	1182
1182	4	14517
14517	4	1182
1182	4	14518
14518	4	1182
1182	4	14519
14519	4	1182
1182	4	14521
14521	4	1182
1182	4	14522
14522	4	1182
1182	4	14524
14524	4	1182
1182	4	14528
14528	4	1182
1182	4	14529
14529	4	1182
1182	4	14530
14530	4	1182
1182	4	14531
14531	4	1182
1182	4	14532
14532	4	1182
1182	4	14533
14533	4	1182
1182	4	14534
14534	4	1182
1182	4	14535
14535	4	1182
1182	4	14536
14536	4	1182
1182	4	14537
14537	4	1182
1182	4	14538
14538	4	1182
1182	4	14539
14539	4	1182
1182	4	14540
14540	4	1182
1182	4	14541
14541	4	1182
1182	4	14543
14543	4	1182
1182	4	14544
14544	4	1182
1182	4	14546
14546	4	1182
1182	4	14547
14547	4	1182
1182	4	14548
14548	4	1182
1182	4	14551
14551	4	1182
1182	4	14551
14551	4	1182
1182	4	14552
14552	4	1182
1182	4	14553
14553	4	1182
1182	4	14554
14554	4	1182
1182	4	14555
14555	4	1182
1182	4	14556
14556	4	1182
1182	4	14557
14557	4	1182
1182	4	14558
14558	4	1182
1182	4	14559
14559	4	1182
1182	4	14560
14560	4	1182
1182	4	14561
14561	4	1182
1182	4	14562
14562	4	1182
1182	4	14563
14563	4	1182
1182	4	14564
14564	4	1182
1182	4	14565
14565	4	1182
1182	4	14566
14566	4	1182
1182	4	14567
14567	4	1182
1182	4	14568
14568	4	1182
1182	4	14569
14569	4	1182
1182	4	14570
14570	4	1182
1182	4	14573
14573	4	1182
1182	4	14574
14574	4	1182
1182	4	14578
14578	4	1182
1182	4	14579
14579	4	1182
1182	4	14581
14581	4	1182
1182	4	14583
14583	4	1182
1182	4	14585
14585	4	1182
1182	4	14586
14586	4	1182
1182	4	14587
14587	4	1182
1182	4	14588
14588	4	1182
1182	4	14589
14589	4	1182
1182	4	14590
14590	4	1182
1182	4	14591
14591	4	1182
1182	4	14592
14592	4	1182
1182	4	14593
14593	4	1182
1182	4	14594
14594	4	1182
1182	4	14595
14595	4	1182
1182	4	14596
14596	4	1182
1182	4	14597
14597	4	1182
1182	4	14599
14599	4	1182
1182	4	14600
14600	4	1182
1182	4	14601
14601	4	1182
1182	4	14602
14602	4	1182
1182	4	14603
14603	4	1182
1182	4	14604
14604	4	1182
1182	4	14605
14605	4	1182
1182	4	14606
14606	4	1182
1182	4	14607
14607	4	1182
1182	4	14610
14610	4	1182
1182	4	14611
14611	4	1182
1182	4	14612
14612	4	1182
1182	4	14614
14614	4	1182
1182	4	14615
14615	4	1182
1182	4	14616
14616	4	1182
1182	4	14617
14617	4	1182
1182	4	14618
14618	4	1182
1182	4	14620
14620	4	1182
1182	4	14620
14620	4	1182
1182	4	14621
14621	4	1182
1182	4	14622
14622	4	1182
1182	4	14624
14624	4	1182
1182	4	14625
14625	4	1182
1182	4	14626
14626	4	1182
1182	4	14627
14627	4	1182
1182	4	14628
14628	4	1182
1182	4	14629
14629	4	1182
1182	4	14630
14630	4	1182
1182	4	14631
14631	4	1182
1182	4	14632
14632	4	1182
1182	4	14633
14633	4	1182
1182	4	14634
14634	4	1182
1182	4	14635
14635	4	1182
1182	4	14636
14636	4	1182
1182	4	14644
14644	4	1182
1182	4	14645
14645	4	1182
1182	4	14646
14646	4	1182
1182	4	14647
14647	4	1182
1182	4	14648
14648	4	1182
1182	4	14651
14651	4	1182
1182	4	14661
14661	4	1182
1182	4	14665
14665	4	1182
1182	4	14666
14666	4	1182
1182	4	14669
14669	4	1182
1182	4	14670
14670	4	1182
1182	4	14671
14671	4	1182
1182	4	14673
14673	4	1182
1182	4	14674
14674	4	1182
1182	4	14675
14675	4	1182
1182	4	14676
14676	4	1182
1182	4	14677
14677	4	1182
1182	4	14678
14678	4	1182
1182	4	14680
14680	4	1182
1182	4	14681
14681	4	1182
1182	4	14682
14682	4	1182
1182	4	14683
14683	4	1182
1182	4	14683
14683	4	1182
1182	4	14684
14684	4	1182
1182	4	14685
14685	4	1182
1182	4	14686
14686	4	1182
1182	4	14689
14689	4	1182
1182	4	14690
14690	4	1182
1182	4	14691
14691	4	1182
1182	4	14692
14692	4	1182
1182	4	14693
14693	4	1182
1182	4	14695
14695	4	1182
1182	4	14696
14696	4	1182
1182	4	14697
14697	4	1182
1182	4	14698
14698	4	1182
1182	4	14700
14700	4	1182
1182	4	14701
14701	4	1182
1182	4	14702
14702	4	1182
1182	4	14703
14703	4	1182
1182	4	14704
14704	4	1182
1182	4	14705
14705	4	1182
1182	4	14708
14708	4	1182
1182	4	14709
14709	4	1182
1182	4	14710
14710	4	1182
1182	4	14711
14711	4	1182
1182	4	14712
14712	4	1182
1182	4	14716
14716	4	1182
1182	4	14717
14717	4	1182
1182	4	14718
14718	4	1182
1182	4	14720
14720	4	1182
1182	4	14721
14721	4	1182
1182	4	14722
14722	4	1182
1182	4	14723
14723	4	1182
1182	4	14724
14724	4	1182
1182	4	14725
14725	4	1182
1182	4	14726
14726	4	1182
1182	4	14727
14727	4	1182
1182	4	14728
14728	4	1182
1182	4	14729
14729	4	1182
1182	4	14730
14730	4	1182
1182	4	14730
14730	4	1182
1182	4	14731
14731	4	1182
1182	4	14732
14732	4	1182
1182	4	14733
14733	4	1182
1182	4	14734
14734	4	1182
1182	4	14735
14735	4	1182
1182	4	14736
14736	4	1182
1182	4	14737
14737	4	1182
1182	4	14738
14738	4	1182
1182	4	14739
14739	4	1182
1182	4	14740
14740	4	1182
1182	4	14741
14741	4	1182
1182	4	14742
14742	4	1182
1182	4	14743
14743	4	1182
1182	4	14744
14744	4	1182
1182	4	14745
14745	4	1182
1182	4	14746
14746	4	1182
1182	4	14748
14748	4	1182
1182	4	14749
14749	4	1182
1182	4	14750
14750	4	1182
1182	4	14751
14751	4	1182
1182	4	14752
14752	4	1182
1182	4	14755
14755	4	1182
1182	4	14757
14757	4	1182
1182	4	14758
14758	4	1182
1182	4	14761
14761	4	1182
1182	4	14762
14762	4	1182
1182	4	14763
14763	4	1182
1182	4	14764
14764	4	1182
1182	4	14765
14765	4	1182
1182	4	14766
14766	4	1182
1182	4	14767
14767	4	1182
1182	4	14768
14768	4	1182
1182	4	14770
14770	4	1182
1182	4	14771
14771	4	1182
1182	4	14772
14772	4	1182
1182	4	14773
14773	4	1182
1182	4	14774
14774	4	1182
1182	4	14775
14775	4	1182
1182	4	14776
14776	4	1182
1182	4	14776
14776	4	1182
1182	4	14777
14777	4	1182
1182	4	14779
14779	4	1182
1182	4	14780
14780	4	1182
1182	4	14781
14781	4	1182
1182	4	14782
14782	4	1182
1182	4	14783
14783	4	1182
1182	4	14784
14784	4	1182
1182	4	14785
14785	4	1182
1182	4	14789
14789	4	1182
1182	4	14790
14790	4	1182
1182	4	14791
14791	4	1182
1182	4	14792
14792	4	1182
1182	4	14794
14794	4	1182
1182	4	14795
14795	4	1182
1182	4	14796
14796	4	1182
1182	4	14797
14797	4	1182
1182	4	14798
14798	4	1182
1182	4	14800
14800	4	1182
1182	4	14801
14801	4	1182
1182	4	14802
14802	4	1182
1182	4	14804
14804	4	1182
1182	4	14805
14805	4	1182
1182	4	14806
14806	4	1182
1182	4	14807
14807	4	1182
1182	4	14808
14808	4	1182
1182	4	14809
14809	4	1182
1182	4	14810
14810	4	1182
1182	4	14811
14811	4	1182
1182	4	14812
14812	4	1182
1182	4	14813
14813	4	1182
1182	4	14814
14814	4	1182
1182	4	14815
14815	4	1182
1182	4	14816
14816	4	1182
1182	4	14817
14817	4	1182
1182	4	14818
14818	4	1182
1182	4	14819
14819	4	1182
1182	4	14820
14820	4	1182
1182	4	14821
14821	4	1182
1182	4	14822
14822	4	1182
1182	4	14823
14823	4	1182
1182	4	14824
14824	4	1182
1182	4	14825
14825	4	1182
1182	4	14826
14826	4	1182
1182	4	14827
14827	4	1182
1182	4	14828
14828	4	1182
1182	4	14829
14829	4	1182
1182	4	14830
14830	4	1182
1182	4	14831
14831	4	1182
1182	4	14833
14833	4	1182
1182	4	14834
14834	4	1182
1182	4	14835
14835	4	1182
1182	4	14837
14837	4	1182
1182	4	14838
14838	4	1182
1182	4	14839
14839	4	1182
1182	4	14840
14840	4	1182
1182	4	14841
14841	4	1182
1182	4	14848
14848	4	1182
1182	4	14852
14852	4	1182
1182	4	14853
14853	4	1182
1182	4	14854
14854	4	1182
1182	4	14855
14855	4	1182
1182	4	14857
14857	4	1182
1182	4	14858
14858	4	1182
1182	4	14860
14860	4	1182
1182	4	14861
14861	4	1182
1182	4	14862
14862	4	1182
1182	4	14863
14863	4	1182
1182	4	14864
14864	4	1182
1182	4	14865
14865	4	1182
1182	4	14868
14868	4	1182
1182	4	14870
14870	4	1182
1182	4	14871
14871	4	1182
1182	4	14872
14872	4	1182
1182	4	14873
14873	4	1182
1182	4	14873
14873	4	1182
1182	4	14874
14874	4	1182
1182	4	14875
14875	4	1182
1182	4	14876
14876	4	1182
1182	4	14877
14877	4	1182
1182	4	14878
14878	4	1182
1182	4	14879
14879	4	1182
1182	4	14882
14882	4	1182
1182	4	14894
14894	4	1182
1182	4	14900
14900	4	1182
1182	4	14904
14904	4	1182
1182	4	14905
14905	4	1182
1182	4	14912
14912	4	1182
1182	4	14913
14913	4	1182
1182	4	14913
14913	4	1182
1182	4	14921
14921	4	1182
1182	4	14925
14925	4	1182
1182	4	14929
14929	4	1182
1182	4	14942
14942	4	1182
1182	4	14950
14950	4	1182
1182	4	14957
14957	4	1182
1182	4	14958
14958	4	1182
1182	4	14959
14959	4	1182
1182	4	14961
14961	4	1182
1182	4	14968
14968	4	1182
1182	4	14971
14971	4	1182
1182	4	14976
14976	4	1182
1182	4	14977
14977	4	1182
1182	4	14978
14978	4	1182
1182	4	14982
14982	4	1182
1182	4	14985
14985	4	1182
1182	4	14986
14986	4	1182
1182	4	14989
14989	4	1182
1182	4	14992
14992	4	1182
1182	4	14992
14992	4	1182
1182	4	15007
15007	4	1182
1182	4	15008
15008	4	1182
1182	4	15009
15009	4	1182
1182	4	15010
15010	4	1182
1182	4	15017
15017	4	1182
1182	4	15023
15023	4	1182
1182	4	15031
15031	4	1182
1182	4	15054
15054	4	1182
1182	4	15068
15068	4	1182
1182	4	15069
15069	4	1182
1182	4	15073
15073	4	1182
1182	4	15075
15075	4	1182
1182	4	15078
15078	4	1182
1182	4	15083
15083	4	1182
1182	4	15110
15110	4	1182
1182	4	15117
15117	4	1182
1182	4	15118
15118	4	1182
1182	4	15121
15121	4	1182
1182	4	15125
15125	4	1182
1182	4	15127
15127	4	1182
1182	4	15130
15130	4	1182
1182	4	15136
15136	4	1182
1182	4	15138
15138	4	1182
1182	4	15142
15142	4	1182
1182	4	15143
15143	4	1182
1182	4	15144
15144	4	1182
1182	4	15146
15146	4	1182
1182	4	15148
15148	4	1182
1182	4	15149
15149	4	1182
1182	4	15152
15152	4	1182
1182	4	15155
15155	4	1182
1182	4	15157
15157	4	1182
1182	4	15157
15157	4	1182
1182	4	15159
15159	4	1182
1182	4	15162
15162	4	1182
1182	4	15168
15168	4	1182
1182	4	15169
15169	4	1182
1182	4	15183
15183	4	1182
1182	4	15188
15188	4	1182
1182	4	15189
15189	4	1182
1182	4	15198
15198	4	1182
1182	4	15213
15213	4	1182
1182	4	15215
15215	4	1182
1182	4	15216
15216	4	1182
1182	4	15217
15217	4	1182
1182	4	15218
15218	4	1182
1182	4	15222
15222	4	1182
1182	4	15224
15224	4	1182
1182	4	15225
15225	4	1182
1182	4	15226
15226	4	1182
1182	4	15227
15227	4	1182
1182	4	15228
15228	4	1182
1182	4	15229
15229	4	1182
1182	4	15230
15230	4	1182
1182	4	15231
15231	4	1182
1182	4	15232
15232	4	1182
1182	4	15235
15235	4	1182
1182	4	15236
15236	4	1182
1182	4	15237
15237	4	1182
1182	4	15238
15238	4	1182
1182	4	15241
15241	4	1182
1182	4	15242
15242	4	1182
1182	4	15244
15244	4	1182
1182	4	15245
15245	4	1182
1182	4	15247
15247	4	1182
1182	4	15248
15248	4	1182
1182	4	15249
15249	4	1182
1182	4	15250
15250	4	1182
1182	4	15251
15251	4	1182
1182	4	15252
15252	4	1182
1182	4	15253
15253	4	1182
1182	4	15254
15254	4	1182
1182	4	15256
15256	4	1182
1182	4	15258
15258	4	1182
1182	4	15259
15259	4	1182
1182	4	15261
15261	4	1182
1182	4	15262
15262	4	1182
1182	4	15263
15263	4	1182
1182	4	15264
15264	4	1182
1182	4	15265
15265	4	1182
1182	4	15266
15266	4	1182
1182	4	15267
15267	4	1182
1182	4	15268
15268	4	1182
1182	4	15270
15270	4	1182
1182	4	15271
15271	4	1182
1182	4	15272
15272	4	1182
1182	4	15273
15273	4	1182
1182	4	15274
15274	4	1182
1182	4	15275
15275	4	1182
1182	4	15276
15276	4	1182
1182	4	15277
15277	4	1182
1182	4	15278
15278	4	1182
1182	4	15279
15279	4	1182
1182	4	15281
15281	4	1182
1182	4	15283
15283	4	1182
1182	4	15286
15286	4	1182
1182	4	15287
15287	4	1182
1182	4	15288
15288	4	1182
1182	4	15289
15289	4	1182
1182	4	15290
15290	4	1182
1182	4	15293
15293	4	1182
1182	4	15294
15294	4	1182
1182	4	15295
15295	4	1182
1182	4	15296
15296	4	1182
1182	4	15297
15297	4	1182
1182	4	15299
15299	4	1182
1182	4	15301
15301	4	1182
1182	4	15302
15302	4	1182
1182	4	15303
15303	4	1182
1182	4	15304
15304	4	1182
1182	4	15305
15305	4	1182
1182	4	15306
15306	4	1182
1182	4	15307
15307	4	1182
1182	4	15308
15308	4	1182
1182	4	15309
15309	4	1182
1182	4	15310
15310	4	1182
1182	4	15311
15311	4	1182
1182	4	15312
15312	4	1182
1182	4	15313
15313	4	1182
1182	4	15314
15314	4	1182
1182	4	15315
15315	4	1182
1182	4	15316
15316	4	1182
1182	4	15317
15317	4	1182
1182	4	15318
15318	4	1182
1182	4	15319
15319	4	1182
1182	4	15320
15320	4	1182
1182	4	15321
15321	4	1182
1182	4	15323
15323	4	1182
1182	4	15324
15324	4	1182
1182	4	15327
15327	4	1182
1182	4	15328
15328	4	1182
1182	4	15332
15332	4	1182
1182	4	15333
15333	4	1182
1182	4	15334
15334	4	1182
1182	4	15335
15335	4	1182
1182	4	15337
15337	4	1182
1182	4	15342
15342	4	1182
1182	4	15343
15343	4	1182
1182	4	15347
15347	4	1182
1182	4	15348
15348	4	1182
1182	4	15349
15349	4	1182
1182	4	15350
15350	4	1182
1182	4	15351
15351	4	1182
1182	4	15353
15353	4	1182
1182	4	15370
15370	4	1182
1182	4	15384
15384	4	1182
1182	4	15385
15385	4	1182
1182	4	15386
15386	4	1182
1182	4	15387
15387	4	1182
1182	4	15388
15388	4	1182
1182	4	15389
15389	4	1182
1182	4	15390
15390	4	1182
1182	4	15391
15391	4	1182
1182	4	15392
15392	4	1182
1182	4	15393
15393	4	1182
1182	4	15394
15394	4	1182
1182	4	15395
15395	4	1182
1182	4	15396
15396	4	1182
1182	4	15397
15397	4	1182
1182	4	15398
15398	4	1182
1182	4	15399
15399	4	1182
1182	4	15400
15400	4	1182
1182	4	15401
15401	4	1182
1182	4	15402
15402	4	1182
1182	4	15403
15403	4	1182
1182	4	15404
15404	4	1182
1182	4	15405
15405	4	1182
1182	4	15406
15406	4	1182
1182	4	15407
15407	4	1182
1182	4	15408
15408	4	1182
1182	4	15409
15409	4	1182
1182	4	15410
15410	4	1182
1182	4	15411
15411	4	1182
1182	4	15412
15412	4	1182
1182	4	15413
15413	4	1182
1182	4	15414
15414	4	1182
1182	4	15415
15415	4	1182
1182	4	15416
